
100  16902	0.9	10	4		1.965558		1.965558
100  16902	0.9	10	4		1.965558		1.990594
100  16902	0.9	10	4		1.965558		1.992475
100  16902	0.9	10	4		1.965558		1.988077
100  16902	0.9	10	4		1.965558		1.988440
100  16902	0.9	10	4		1.965558		1.988674
100  16902	0.9	10	4		1.965558		1.989482
100  16902	0.9	10	4		1.965558		1.992248
100  16902	0.9	10	4		1.965558		1.985042
100  16902	0.9	10	4		1.965558		1.991542
100  16902	0.9	10	4		1.965558		1.989133
100  16902	0.9	10	4		1.965558		1.988672
100  16902	0.9	10	4		1.965558		1.968339
100  16902	0.9	10	4		1.965558		1.990484
100  16902	0.9	10	4		1.965558		1.970803
100  16902	0.9	10	4		1.965558		1.989229
100  16902	0.9	10	4		1.965558		1.988439
100  16902	0.9	10	4		1.965558		1.986739
100  16902	0.9	10	4		1.965558		1.989837
100  16902	0.9	10	4		1.965558		1.988355
100  16902	0.9	10	4		1.965558		1.987636
100  16902	0.9	10	4		1.965558		1.991033
100  16902	0.9	10	4		1.965558		1.989637
100  16902	0.9	10	4		1.965558		1.971453
100  16902	0.9	10	4		1.965558		1.993652
100  16902	0.9	10	4		1.965558		1.968678
100  16902	0.9	10	4		1.965558		1.989113
100  16902	0.9	10	4		1.965558		1.990280
100  16902	0.9	10	4		1.965558		1.991180
100  16902	0.9	10	4		1.965558		1.988227
100  16902	0.9	10	4		1.965558		1.989464
100  16902	0.9	10	4		1.965558		1.992540
100  16902	0.9	10	4		1.965558		1.987473
100  16902	0.9	10	4		1.965558		1.991555
100  16902	0.9	10	4		1.965558		1.971234
100  16902	0.9	10	4		1.965558		1.989153
100  16902	0.9	10	4		1.965558		1.972243
100  16902	0.9	10	4		1.965558		1.988212
100  16902	0.9	10	4		1.965558		1.990368
100  16902	0.9	10	4		1.965558		1.989595
100  16902	0.9	10	4		1.965558		1.990862
100  16902	0.9	10	4		1.965558		1.990289
100  16902	0.9	10	4		1.965558		1.969718
100  16902	0.9	10	4		1.965558		1.991137
100  16902	0.9	10	4		1.965558		1.971329
100  16902	0.9	10	4		1.965558		1.989105
