72,0.0019
 63,0.0028
 71,0.1464
 59,0.1472
 68,0.1964
 64,0.2853
 62,0.3075
 61,0.3131
 61,0.3519
 60,0.4186
 61,0.4242
 62,0.4631
 63,0.4686
 64,0.4853
 65,0.5408
 66,0.5519
 59,0.5844
 60,0.5883
 61,0.6681
 59,0.6969
 58,0.75
 65,0.8742
 64,0.8797
 62,0.8964
 60,0.94
 58,1.0389
 57,1.0461
 60,1.05
 61,1.0556
 55,1.075
 54,1.0822
 62,1.15
 63,1.1556
 53,1.18
 67,1.1833
 68,1.1889
 69,1.2056
 70,1.3
 56,1.3408
 58,1.3589
 72,1.3611
 60,1.3697
 71,1.3778
 73,1.4389
 63,1.5036
 64,1.5906
 67,1.6992
 70,1.7586
 71,1.7625
 73,1.7928
 74,1.8253
 73,2.0461
 74,2.0606
 73,2.1581
 72,2.5661
 73,2.5881
 72,3.1061
 72,3.7728
 72,5.2728
 73,5.5228
 72,5.7042
 70,5.7264
 69,5.7708
 74,6.0944
 75,6.0981
 73,6.1558
 73,6.1886
 72,6.2211
 73,6.2464
 71,6.3511
 72,6.4486
 73,6.4764
 71,6.4767
 72,6.4989
 72,6.5489
 71,6.5608
 72,6.5919
 71,6.6278
 71,6.6811
 68,6.7328
 70,6.8283
 69,6.8667
 70,6.8842
 72,7.0131
 70,7.0381
 69,7.0525
 65,7.0856
 71,7.0911
 64,7.0944
 61,7.1306
 70,7.2078
 60,7.2353
 61,7.2786
 65,7.3133
 60,7.315
 61,7.3222
 61,7.3578
 60,7.3633
 59,7.3744
 62,7.4233
 57,7.4633
 59,7.5244
 58,7.5756
 67,7.5822
 69,7.6003
 57,7.6081
 56,7.6303
 57,7.6914
 58,7.7025
 60,7.7247
 71,7.8817
 70,7.9611
 69,7.9972
 60,8.0303
 61,8.0358
 68,8.07
 66,8.2217
 65,8.2222
 64,8.2367
 63,8.2414
 64,8.2581
 65,8.2803
 68,8.3136
 61,8.3489
 70,8.4081
 58,8.4211
 56,8.4825
 70,8.5806
 58,8.62
 59,8.6286
 67,8.6306
 66,8.6472
 60,8.6944
 62,8.7344
 63,8.7525
 62,8.7583
 61,8.7694
 57,8.8028
 55,8.8194
 66,8.8247
 54,8.825
 53,8.8361
 51,8.8472
 69,8.85
 70,8.8644
 50,8.8694
 49,8.8917
 47,8.9083
 44,8.9303
 72,8.935
 41,8.9528
 39,8.9694
 38,8.975
 28,9.1139
 72,9.1628
 27,9.2139
 71,9.2386
 26,9.2528
 24,9.3417
 23,9.3472
 22,9.3528
 71,9.3653
 70,10.9742
 68,11.1214
 67,11.2189
 65,11.2722
 64,11.2822
 63,11.2894
 58,11.3292
 57,11.34
 58,11.3653
 59,11.3764
 61,11.5678
 63,11.6003
 64,11.6183
 65,11.6817
 66,11.7069
 69,11.9
 68,11.925
 69,11.9542
 70,12.0389
 72,12.1347
 71,12.5736
 72,12.6097
 73,12.6242
 74,12.7172
 73,12.7308
 71,12.7997
 70,12.8069
 69,12.8139
 70,12.8214
 71,12.9969
 72,13.0369
 71,13.1714
 70,13.1786
 69,13.1858
 72,13.5994
 75,13.7528
 74,13.8478
 77,13.9797
 76,14.1236
 75,14.1642
 74,14.1708
 73,14.39
 81,14.6483
 82,14.6592
 80,15.6586
 53,15.6608
 79,15.6694
 78,15.6803
 77,15.7019
 57,15.7053
 58,15.7164
 59,15.7275
 76,15.7361
 75,15.7433
 74,15.7542
 73,15.765
 72,15.7794
 63,15.8997
 64,15.9386
 65,15.9556
 66,15.9833
 67,15.9942
 68,16.0167
 68,16.0553
 69,16.2647
 70,16.2761
 71,16.2906
 72,16.2978
 69,16.4478
 72,16.5311
 69,16.5647
 71,16.6289
 68,16.6597
 67,16.6833
 71,16.7311
 67,16.7381
 72,16.7811
 71,16.8922
 63,16.9206
 72,16.9367
 62,16.9422
 61,16.9492
 58,17.0122
 57,17.0194
 54,17.0442
 52,17.0572
 72,17.1419
 42,17.1425
 41,17.1497
 40,17.1606
 39,17.1931
 72,17.2064
 37,17.2147
 36,17.2464
 35,17.2786
 37,17.3894
 38,17.545
 37,17.5972
 38,17.6083
 42,17.9228
 43,17.93
 42,17.9444
 39,18.0531
 38,18.0603
 37,18.0747
 35,18.1
 32,18.1519
 33,18.2103
 32,18.3078
 33,18.3872
 34,18.4414
 35,18.4486
 37,18.4594
 38,18.4667
 39,18.47
 40,18.4775
 41,18.4847
 42,18.4881
 43,18.4956
 45,18.5117
 46,18.5156
 47,18.5228
 55,18.7381
 56,18.7456
 57,18.7636
 58,18.7922
 59,18.8672
 59,19.2633
 60,19.3464
 61,19.3717
 62,19.3825
 64,19.3933
 65,19.4006
 66,19.4078
 65,19.4222
 63,19.5492
 60,19.5853
 58,19.6069
 57,19.6358
 56,19.6644
 55,19.6719
 54,19.7186
 55,19.7478
 56,19.8308
 58,19.8489
 58,19.9308
 59,20.1872
 61,20.2125
 60,20.2233
 61,20.2414
 61,20.2922
 60,20.3464
 61,20.3533
 60,20.5025
 59,20.5103
 57,20.5719
 57,20.6367
 55,20.8372
 56,20.8569
 56,21.0006
 55,21.0697
 54,21.0806
 55,21.0986
 71,21.1567
 57,21.2256
 58,21.2519
 59,21.275
 60,21.2894
 61,21.2964
 69,21.3889
 68,21.415
 67,21.4261
 65,21.4811
 62,21.5272
 66,21.5353
 61,21.5439
 67,21.5464
 60,21.5828
 66,21.5875
 63,21.6131
 62,21.6311
 56,21.6328
 61,21.6383
 55,21.6494
 58,21.6564
 56,21.6661
 56,21.6672
 55,21.6717
 54,21.6817
 54,21.6883
 53,21.6889
 49,21.7131
 47,21.7311
 46,21.7381
 44,21.7492
 53,21.7717
 39,21.7825
 38,21.7867
 37,21.7939
 35,21.8047
 33,21.8272
 52,21.8439
 31,21.8714
 51,21.8939
 52,21.9106
 51,21.9825
 50,22.0328
 53,22.0883
 54,22.105
 55,22.1272
 56,22.1328
 58,22.1494
 62,22.305
 64,22.3217
 67,22.3494
 69,22.3661
 70,22.3772
 26,22.3789
 71,22.3883
 72,22.4106
 72,22.555
 71,22.5661
 72,22.5883
 25,22.6361
 24,22.6425
 23,22.6497
 19,22.6931
 17,22.7483
 14,22.8075
 71,22.8164
 16,22.8403
 14,22.8961
 13,22.9069
 18,22.9611
 21,22.9756
 22,22.9792
 27,23.0044
 29,23.0225
 31,23.0333
 34,23.0478
 36,23.0547
 39,23.0694
 44,23.0983
 45,23.1056
 46,23.1128
 49,23.1269
 50,23.1308
 49,23.1344
 72,23.1608
 48,23.1631
 69,23.1828
 66,23.1997
 47,23.2139
 64,23.2164
 62,23.2331
 61,23.2386
 48,23.2428
 59,23.2497
 58,23.2553
 56,23.2664
 47,23.2714
 56,23.2831
 46,23.2944
 55,23.2997
 47,23.32
 54,23.3219
 55,23.3831
 57,23.4219
 59,23.4442
 48,23.4864
 47,23.4936
 61,23.5108
 47,23.5333
 46,23.5767
 47,23.6236
 57,23.6442
 56,23.6497
 55,23.6553
 53,23.6664
 52,23.6719
 50,23.6831
 53,23.7556
 53,23.7944
 55,23.8111
 58,23.8333
 60,23.8444
 49,23.8511
 50,23.8617
 51,23.8728
 61,23.8944
 54,23.9339
 54,23.9486
 62,48.1639
 61,48.1697
 71,48.23
 58,48.3103
 72,48.3356
 58,48.3503
 56,48.3989
 55,48.4061
 54,48.4278
 53,48.435
 74,48.5592
 52,48.605
 51,48.6086
 73,48.6097
 51,48.6375
 49,48.6592
 47,48.67
 46,48.6772
 45,48.6808
 38,48.7194
 36,48.7519
 35,48.7589
 30,48.8278
 29,48.835
 28,48.8386
 26,48.8492
 24,48.8603
 23,48.8672
 22,48.8783
 20,48.8928
 17,48.9433
 17,48.9867
 18,49.0083
 71,49.0183
 70,49.0294
 22,49.0858
 23,49.1033
 72,49.1128
 73,49.1294
 75,49.1739
 78,49.235
 77,49.2911
 78,49.3017
 74,49.3517
 67,49.3906
 64,49.4128
 62,49.4239
 61,49.4294
 60,49.4517
 56,49.4964
 54,49.5186
 55,49.5686
 56,49.5908
 57,49.6019
 61,49.6408
 27,49.6644
 64,49.7019
 65,49.7131
 29,49.715
 66,49.7186
 30,49.7222
 31,49.7331
 67,49.7464
 68,49.7519
 69,49.7575
 37,49.8056
 40,49.8389
 41,49.8428
 42,49.8536
 72,49.9006
 73,49.9061
 45,49.9367
 46,49.9439
 72,49.9561
 47,49.9586
 48,49.9728
 71,49.9783
 50,50.0017
 51,50.0089
 72,50.0617
 73,50.0728
 54,50.1897
 55,50.1933
 58,50.2256
 59,50.2464
 61,50.2608
 63,50.2936
 64,50.3008
 65,50.3117
 68,50.3442
 69,50.3514
 70,50.3622
 71,50.3731
 72,50.3803
 72,53.5872
 71,53.7519
 73,53.7539
 74,54.2531
 75,54.2678
 74,54.3072
 73,54.3292
 70,54.3631
 74,54.4375
 68,54.4742
 74,54.4772
 73,54.5314
 70,54.5353
 72,54.5556
 70,54.5964
 69,54.6239
 70,54.6961
 68,54.7433
 66,54.81
 65,54.8281
 63,54.8497
 62,54.8569
 61,54.8642
 60,54.8711
 59,54.8786
 69,54.8853
 58,54.8858
 57,54.8931
 56,54.9003
 54,54.9147
 53,54.9292
 69,55.0467
 54,55.0736
 69,55.08
 54,55.1061
 72,55.1133
 71,55.1356
 55,55.1642
 54,55.2111
 55,55.2147
 56,55.2256
 58,55.2453
 72,55.3133
 71,55.3911
 60,55.59
 63,55.655
 65,55.7308
 66,55.7633
 67,55.7922
 68,55.8322
 71,55.8911
 72,55.9594
 73,55.9847
 72,56.0531
 64,56.1967
 70,56.1978
 63,56.2244
 61,56.2522
 57,56.2911
 71,56.4094
 72,56.4847
 55,56.4856
 54,56.5578
 53,56.58
 72,56.5886
 71,56.6103
 52,56.6133
 51,56.6522
 50,56.6689
 49,56.68
 48,56.7022
 70,56.8272
 69,56.8381
 68,56.8489
 49,56.8578
 66,56.8703
 65,56.8872
 51,56.9078
 64,56.9161
 63,56.9414
 56,57.1003
 57,57.1617
 58,57.1689
 59,57.1797
 62,57.2211
 63,57.2467
 64,57.3044
 65,57.3114
 66,57.3333
 68,57.3514
 70,57.3964
 71,57.4208
 70,57.485
 70,57.5444
 71,57.595
 51,58.2969
 50,58.3192
 49,58.3358
 48,58.3469
 47,58.3692
 46,58.3858
 45,58.4025
 44,58.4192
 43,58.4303
 40,58.4525
 39,58.4581
 38,58.4636
 36,58.5025
 35,58.5081
 34,58.5192
 33,58.5914
 32,58.8136
 70,59.0292
 49,59.2692
 68,59.2719
 51,59.2858
 52,59.2969
 53,59.3025
 54,59.3081
 55,59.3136
 57,59.3247
 58,59.3358
 64,59.3531
 63,59.3564
 62,59.3636
 62,59.3747
 64,59.3803
 60,59.3928
 65,59.3969
 67,59.4136
 59,59.5414
 68,59.6525
 69,59.6747
 70,59.7581
 60,59.7694
 58,59.8417
 59,59.8669
 70,59.8692
 69,59.8747
 57,59.8958
 65,59.9025
 64,59.9136
 56,59.9175
 62,59.9414
 61,59.9469
 60,59.9525
 59,59.9636
 58,59.9692
 57,59.9747
 55,59.9914
 58,59.9917
 54,59.9969
 53,60.0025
 52,60.0081
 61,60.0264
 51,60.0303
 49,60.0469
 48,60.0692
 47,60.08
 63,60.1406
 64,60.155
 65,60.1731
 47,60.1747
 47,60.1914
 66,60.2308
 69,60.3989
 70,60.4386
 71,60.5056
 74,60.5886
 72,60.6392
 70,60.6669
 71,60.6886
 70,60.7067
 70,60.7656
 69,60.7697
 65,60.8039
 62,60.8367
 61,60.8439
 47,60.8469
 60,60.8511
 58,60.8656
 57,60.8728
 54,60.8944
 50,60.9297
 48,60.9431
 47,60.9503
 46,60.9572
 45,60.9611
 44,60.9683
 36,61.0247
 32,61.0897
 30,61.1222
 48,61.1358
 50,61.1914
 32,61.2078
 33,61.2364
 34,61.2692
 35,61.2725
 36,61.28
 51,61.3136
 53,61.4306
 54,61.4417
 55,61.4639
 56,61.475
 39,61.5567
 40,61.5625
 40,61.5842
 56,61.5861
 41,61.5914
 42,61.5986
 55,61.6139
 54,61.6194
 52,61.6472
 51,61.6639
 49,61.6806
 57,61.7075
 58,61.7167
 59,61.7239
 61,61.7383
 63,61.7564
 50,61.775
 64,61.7853
 51,61.7972
 67,61.8106
 68,61.8178
 69,61.8575
 55,61.9028
 70,61.9189
 56,61.925
 57,61.9361
 58,61.9531
 72,61.9711
 59,61.975
 60,62.1031
 61,62.1194
 62,62.2031
 73,62.2161
 72,62.2378
 73,62.2794
 65,62.3233
 64,62.4233
 63,62.4456
 62,62.4622
 58,62.49
 56,62.5122
 71,62.6369
 68,62.6792
 66,62.7403
 64,62.7764
 63,62.7908
 62,62.7981
 61,62.8089
 58,62.8417
 57,62.8678
 58,62.9011
 59,62.9247
 61,63.0456
 59,63.0764
 64,63.0956
 61,63.1017
 63,63.1342
 65,63.1486
 68,63.2533
 65,63.4011
 63,63.4408
 70,63.4947
 72,63.5844
 73,63.6892
 64,63.7236
 72,63.7325
 65,63.7903
 64,63.9294
 65,63.9458
 65,63.9792
 66,63.9903
 68,64.1181
 71,64.1503
 69,64.1569
 70,64.1958
 70,64.2878
 68,64.2903
 71,64.3456
 68,64.3458
 69,64.3569
 72,64.5267
 71,64.5558
 68,64.5847
 67,64.635
 72,64.6831
 73,64.6903
 68,64.7236
 70,64.7903
 72,65.035
 72,65.0453
 70,65.1789
 63,65.2597
 62,65.2961
 61,65.3108
 72,65.3683
 71,65.4072
 72,65.4239
 74,65.5128
 58,65.6194
 73,65.635
 57,65.6628
 56,65.6736
 54,65.7169
 72,65.7183
 52,65.7928
 51,65.8217
 53,65.9519
 56,66.0025
 59,66.0278
 60,66.0747
 61,66.1328
 60,66.1692
 61,66.1761
 62,66.3292
 63,66.6083
 72,66.7167
 64,66.7711
 71,66.7781
 72,66.8725
 64,66.9086
 69,67.4386
 64,67.4869
 70,67.5164
 71,67.6275
 63,67.6408
 72,67.6497
 61,67.7025
 73,67.7442
 72,67.7886
 71,67.8331
 72,67.8608
 71,67.9775
 56,68.01
 52,68.2058
 51,68.2239
 52,68.2347
 51,68.2383
 50,68.4592
 50,68.5097
 48,68.5278
 47,68.5314
 46,68.5386
 39,68.5842
 38,68.5878
 37,68.5914
 34,68.6331
 72,68.6831
 31,68.8086
 30,68.8231
 28,68.8664
 26,68.9819
 25,69.0697
 72,69.1164
 29,69.3614
 31,69.4011
 32,69.4156
 71,69.4386
 33,69.4914
 72,69.5108
 34,69.5167
 37,69.5311
 38,69.5383
 39,69.5456
 40,69.5492
 45,69.5878
 46,69.6094
 47,69.6419
 48,69.6489
 50,69.6636
 52,69.6781
 72,69.8497
 53,69.8531
 52,69.8856
 51,69.9
 50,69.9142
 48,69.9542
 72,69.9553
 71,69.9997
 45,70.1475
 44,70.1511
 40,70.2047
 39,70.2086
 38,70.2197
 35,70.2594
 34,70.2775
 33,70.2883
 32,70.2919
 30,70.3028
 27,70.3225
 25,70.3442
 24,70.3514
 25,70.3839
 21,70.4814
 22,70.55
 72,70.7164
 71,70.8942
 22,70.9986
 72,71.1553
 23,71.3489
 24,71.36
 26,71.4211
 27,71.4286
 24,71.7392
 21,71.8511
 21,71.9167
 22,71.9347
 23,71.9489
 22,71.9528
 23,71.9564
 62,72.1578
 61,72.1633
 58,72.18
 57,72.1856
 55,72.1978
 53,72.2103
 52,72.2131
 50,72.2242
 48,72.2353
 47,72.2408
 25,72.2511
 45,72.2519
 44,72.2575
 42,72.2686
 40,72.2797
 26,72.2906
 38,72.2908
 37,72.2964
 36,72.3019
 35,72.3075
 33,72.3186
 32,72.3242
 30,72.3353
 29,72.3408
 28,72.3464
 27,72.3575
 26,72.5244
 27,72.5578
 26,72.5633
 28,72.5656
 27,72.58
 28,72.5856
 31,72.6197
 33,72.6378
 29,72.6856
 30,72.6967
 34,72.7411
 35,72.7467
 37,72.7856
 40,72.8189
 41,72.83
 42,72.8522
 43,72.8578
 44,72.8633
 45,72.8744
 46,72.8856
 50,72.9244
 53,72.9522
 54,72.9633
 57,73.0244
 61,73.0522
 62,73.0578
 63,73.0689
 38,73.0725
 39,73.0869
 64,73.0967
 65,73.1078
 66,73.1189
 67,73.1856
 68,73.1967
 69,73.2133
 48,73.2419
 49,73.2781
 68,73.3636
 67,73.3744
 68,73.4136
