27,0.0017,8,3
18,0.1783,8,3
26,3.9306,8,3
19,6.5003,8,3
21,6.8072,8,3
26,6.96,8,3
29,7.4628,8,3
30,7.6792,8,3
27,8.1969,8,3
21,9.3225,8,3
27,10.15,8,3
28,10.1972,8,3
24,11.0553,8,3
16,11.2169,8,3
25,11.3942,8,3
16,11.525,8,3
15,12.0308,8,3
28,12.2,8,3
20,12.4833,8,3
32,12.8803,8,3
31,13.0008,8,3
30,13.0511,8,3
31,13.5161,8,3
34,14.0994,8,3
30,14.6408,8,3
35,14.9103,8,3
35,14.9608,8,3
28,15.8728,8,3
26,16.0494,8,3
26,16.255,8,3
27,16.3339,8,3
25,16.5333,8,3
24,16.9825,8,3
16,17.8717,8,3
22,18.4478,8,3
18,18.6317,8,3
16,18.715,8,3
15,18.9547,8,3
13,19.1381,8,3
14,19.4619,8,3
28,19.5594,8,3
26,20.8581,8,3
18,21.5533,8,3
17,48.1783,8,3
34,50.0425,8,3
29,55.0519,8,3
17,55.3406,8,3
34,55.4533,8,3
35,55.565,8,3
35,56.3078,8,3
35,56.9417,8,3
19,57.3131,8,3
25,57.4892,8,3
31,57.5719,8,3
30,57.8069,8,3
27,58.785,8,3
18,60.5097,8,3
19,60.6125,8,3
22,60.7661,8,3
20,61.3164,8,3
21,61.54,8,3
22,61.64,8,3
34,61.9019,8,3
21,61.9781,8,3
29,62.1669,8,3
19,62.4683,8,3
23,62.6244,8,3
26,62.7664,8,3
26,63.0608,8,3
28,63.3642,8,3
17,63.4403,8,3
26,63.6061,8,3
15,63.8536,8,3
27,64.0106,8,3
10,64.2086,8,3
13,64.4017,8,3
15,64.5697,8,3
18,64.7094,8,3
18,65.2703,8,3
17,65.4017,8,3
14,65.5656,8,3
5,65.7294,8,3
5,66.1172,8,3
6,66.1367,8,3
13,66.2483,8,3
15,66.3483,8,3
34,66.4681,8,3
27,67.1728,8,3
26,67.245,8,3
27,67.3203,8,3
16,67.3597,8,3
16,67.3903,8,3
24,67.5731,8,3
16,67.8653,8,3
17,68.1911,8,3
16,68.4106,8,3
27,68.715,8,3
28,68.8972,8,3
29,69.3678,8,3
26,69.8628,8,3
28,70.1514,8,3
23,70.2647,8,3
27,70.8772,8,3
15,70.9706,8,3
28,71.0217,8,3
24,71.2889,8,3
10,71.5625,8,3
15,71.8661,8,3
17,72.1528,8,3
25,72.3472,8,3
27,72.3778,8,3
27,72.4194,8,3
10,72.6058,8,3
28,72.6419,8,3
26,73.8283,8,3
26,75.0675,8,3
26,75.2342,8,3
21,78.19,8,3
7,78.3997,8,3
13,78.6911,8,3
17,80.03,8,3
17,80.2494,8,3
17,80.4275,8,3
27,81.6933,8,3
9,82.6347,8,3
6,82.8817,8,3
25,83.7972,8,3
15,83.9289,8,3
16,83.9833,8,3
26,84.0392,8,3
27,84.0919,8,3
28,84.4781,8,3
25,84.5781,8,3
26,84.9806,8,3
25,85.0722,8,3
26,85.175,8,3
25,85.2197,8,3
24,85.2783,8,3
12,85.4144,8,3
23,85.46,8,3
22,85.5267,8,3
18,85.9572,8,3
17,86.1828,8,3
22,86.4744,8,3
27,86.6017,8,3
18,87.4108,8,3
19,87.4581,8,3
21,87.5567,8,3
25,87.805,8,3
15,88.4433,8,3
18,88.5906,8,3
16,88.7342,8,3
26,89.3533,8,3
13,89.3794,8,3
15,90.0358,8,3
7,92.4086,8,3
16,93.3867,8,3
17,93.4619,8,3
20,93.5092,8,3
21,93.6231,8,3
26,93.8931,8,3
27,94.2333,8,3
27,94.4628,8,3
21,94.6925,8,3
27,96.5708,8,3
28,96.6369,8,3
29,96.7261,8,3
30,96.7733,8,3
25,99.2928,8,3
20,99.5733,8,3
17,100.2211,8,3
25,102.9808,8,3
17,103.3819,8,3
7,103.8369,8,3
2,103.9258,8,3
2,104.0869,8,3
17,104.2192,8,3
3,104.235,8,3
17,105.3367,8,3
6,105.6272,8,3
24,105.9189,8,3
28,106.0467,8,3
28,106.5975,8,3
27,106.8283,8,3
21,108.0153,8,3
24,108.2517,8,3
26,108.3908,8,3
12,110.3178,8,3
25,112.385,8,3
26,112.4603,8,3
27,112.4825,8,3
27,112.5594,8,3
28,112.6242,8,3
25,112.6567,8,3
27,112.6631,8,3
23,112.7147,8,3
26,113.91,8,3
22,114.67,8,3
25,114.7289,8,3
24,115.2589,8,3
25,115.3733,8,3
28,115.8089,8,3
28,116.7408,8,3
23,117.7817,8,3
17,117.8753,8,3
27,118.0108,8,3
7,120.1461,8,3
16,122.4708,8,3
23,127.2608,8,3
26,127.3331,8,3
26,127.6128,8,3
26,127.7572,8,3
24,127.8656,8,3
24,127.9239,8,3
16,128.4933,8,3
24,129.0886,8,3
27,129.6081,8,3
28,130.8278,8,3
26,130.8972,8,3
20,131.0706,8,3
15,131.5653,8,3
14,131.6764,8,3
9,132.1125,8,3
13,132.3722,8,3
15,133.435,8,3
16,133.6656,8,3
17,133.7044,8,3
21,133.8183,8,3
25,133.9525,8,3
27,134.1,8,3
32,134.4617,8,3
30,134.5228,8,3
25,134.7839,8,3
26,134.8317,8,3
26,134.9189,8,3
25,134.9994,8,3
24,135.2192,8,3
23,135.5361,8,3
25,135.5889,8,3
26,135.6083,8,3
29,135.6583,8,3
30,137.7681,8,3
29,137.8678,8,3
16,138.2269,8,3
15,138.2658,8,3
12,138.3942,8,3
9,138.8694,8,3
27,139.575,8,3
28,139.9281,8,3
27,140.1753,8,3
9,140.6281,8,3
12,140.6753,8,3
22,140.8197,8,3
25,140.9269,8,3
28,141.1719,8,3
30,143.3547,8,3
29,143.4825,8,3
28,143.5761,8,3
29,143.6983,8,3
28,144.8283,8,3
29,145.1703,8,3
31,145.1981,8,3
27,146.7314,8,3
31,147.0203,8,3
25,147.3672,8,3
26,147.5328,8,3
30,150.6092,8,3
18,150.8331,8,3
18,151.1344,8,3
19,151.3533,8,3
14,151.7914,8,3
24,152.7592,8,3
25,152.8258,8,3
