18,0.6639,1,8
15,0.6972,1,8
27,1.0828,1,8
15,1.3731,1,8
15,1.8819,1,8
27,2.6578,1,8
25,5.9056,1,8
29,6.2367,1,8
29,6.4061,1,8
19,6.5003,1,8
28,6.6761,1,8
21,6.8072,1,8
23,6.8517,1,8
29,6.9069,1,8
26,6.96,1,8
31,7.1425,1,8
29,7.4628,1,8
30,7.5489,1,8
29,8.1192,1,8
29,8.2375,1,8
21,9.3225,1,8
16,11.2169,1,8
25,11.3942,1,8
26,11.5583,1,8
27,11.6028,1,8
15,12.0308,1,8
28,12.2,1,8
20,12.4833,1,8
31,12.5256,1,8
35,12.6242,1,8
35,12.7139,1,8
34,12.75,1,8
32,12.8803,1,8
30,13.0511,1,8
30,13.5689,1,8
29,13.9692,1,8
35,14.1911,1,8
30,14.2681,1,8
30,14.6408,1,8
35,14.9103,1,8
34,15.6311,1,8
26,16.255,1,8
27,16.3339,1,8
25,16.5333,1,8
22,16.5917,1,8
20,16.7139,1,8
19,16.7417,1,8
24,16.9825,1,8
25,17.0547,1,8
26,17.2553,1,8
18,17.6047,1,8
18,17.6186,1,8
16,17.6714,1,8
16,17.8717,1,8
21,18.0364,1,8
22,18.4478,1,8
18,18.6317,1,8
16,18.715,1,8
15,18.9547,1,8
13,19.1381,1,8
11,19.3339,1,8
12,19.3631,1,8
14,19.4619,1,8
28,19.5594,1,8
30,19.8317,1,8
15,19.8761,1,8
28,20.2208,1,8
35,20.4556,1,8
34,20.8047,1,8
26,20.8581,1,8
29,21.1956,1,8
19,21.2533,1,8
28,21.3167,1,8
26,21.4333,1,8
18,21.5533,1,8
29,23.7269,1,8
28,48.16,1,8
27,48.1711,1,8
24,48.3267,1,8
25,48.3908,1,8
24,48.4603,1,8
34,48.6047,1,8
16,48.6844,1,8
35,48.7108,1,8
34,48.8364,1,8
34,50.0425,1,8
34,54.2506,1,8
17,54.3311,1,8
33,54.6108,1,8
32,54.6453,1,8
14,54.7589,1,8
31,54.7653,1,8
29,54.9017,1,8
30,54.9544,1,8
31,55.1131,1,8
17,55.3406,1,8
35,55.565,1,8
34,55.6008,1,8
35,55.9228,1,8
35,56.3078,1,8
37,56.7753,1,8
36,56.8586,1,8
17,56.8833,1,8
35,56.9417,1,8
31,57.1828,1,8
19,57.3131,1,8
32,57.3575,1,8
25,57.4892,1,8
36,59.3386,1,8
