
100  23704	0.5	10	6		1.731264		1.773445
100  23704	0.5	10	6		1.731264		1.773445
100  23704	0.5	10	6		1.731264		1.773445
100  23704	0.5	10	6		1.731264		1.773445
100  23704	0.5	10	6		1.731264		1.773445
100  23704	0.5	10	6		1.731264		1.773445
100  23704	0.5	10	6		1.731264		1.773445
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
100  23704	0.5	10	6		1.731264		1.731264
